,idno,agea,rlgdgr,polintr,sclmeet,happy,cntry,nwspol,pplfair,health,atchctr,aesfdrk,dscrgrp,pray,hhmmb,gndr,impdiffa,impfuna,impsafea,iphlppla,ipsucesa,enjlf,fltdpr,fltlnl,slprl,dosprt,cgtsmok,alcfreq,height,weighta,fnsdfml,cnfpplh,paccnt,emplrel,hincfel,uempla,actrolga,cptppola,trstprl,trstlgl,trstplc,trstplt,vote,stfeco,stfdem,stfedu
6602,57806,69.0,8.0,3.0,4.0,10.0,DE,963.0,5.0,3.0,8.0,2.0,0.0,1.0,2.0,0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,6.0,161.0,52.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,8.0,8.0,4.0,1.0,3.0,2.0,3.0
6603,57812,22.0,1.0,3.0,6.0,8.0,DE,60.0,7.0,2.0,5.0,2.0,0.0,6.0,2.0,0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,6.0,6.0,175.0,65.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,8.0,9.0,5.0,1.0,6.0,8.0,2.0
6604,57842,70.0,5.0,3.0,6.0,10.0,DE,549.0,1.0,3.0,8.0,4.0,0.0,6.0,2.0,0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,150.0,64.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,5.0,6.0
6606,57861,25.0,0.0,1.0,7.0,8.0,DE,30.0,7.0,2.0,3.0,1.0,0.0,7.0,5.0,1,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,6.0,3.0,2.0,186.0,86.0,5.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,7.0,4.0,5.0,1.0,7.0,8.0,4.0
6607,57881,84.0,2.0,3.0,2.0,6.0,DE,20.0,8.0,4.0,9.0,2.0,0.0,7.0,1.0,1,5.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,7.0,1.0,1.0,183.0,79.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,8.0,9.0,9.0,6.0,1.0,7.0,9.0,8.0
6608,57885,57.0,0.0,1.0,5.0,9.0,DE,725.0,3.0,3.0,0.0,1.0,0.0,7.0,2.0,1,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,7.0,1.0,6.0,180.0,73.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0
6609,57888,71.0,5.0,1.0,5.0,10.0,DE,30.0,5.0,2.0,10.0,1.0,0.0,2.0,2.0,1,3.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,6.0,3.0,174.0,78.0,5.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,5.0,10.0,10.0,5.0,1.0,5.0,9.0,5.0
6610,57899,58.0,5.0,2.0,4.0,9.0,DE,120.0,4.0,3.0,8.0,3.0,0.0,7.0,2.0,0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,174.0,98.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,8.0,8.0,9.0,5.0,1.0,3.0,7.0,5.0
6611,57926,74.0,5.0,2.0,3.0,5.0,DE,30.0,7.0,4.0,8.0,3.0,0.0,6.0,2.0,0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,5.0,3.0,157.0,55.0,4.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,6.0,5.0,8.0,6.0,1.0,5.0,6.0,4.0
6612,57945,45.0,8.0,2.0,4.0,7.0,DE,60.0,8.0,3.0,9.0,1.0,0.0,6.0,5.0,0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,6.0,5.0,164.0,84.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,8.0,9.0,6.0,1.0,8.0,7.0,3.0
6614,57959,29.0,3.0,2.0,6.0,9.0,DE,10.0,7.0,1.0,8.0,2.0,0.0,6.0,2.0,0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,163.0,56.0,5.0,3.0,0.0,1.0,1.0,0.0,3.0,4.0,6.0,5.0,5.0,6.0,1.0,6.0,7.0,5.0
6615,57996,57.0,1.0,3.0,6.0,3.0,DE,10.0,3.0,4.0,5.0,3.0,0.0,7.0,2.0,1,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,7.0,3.0,2.0,179.0,90.0,5.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0
6616,58020,52.0,9.0,2.0,5.0,10.0,DE,990.0,7.0,3.0,10.0,1.0,1.0,7.0,3.0,1,5.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,5.0,180.0,79.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,9.0,7.0,7.0,7.0,1.0,9.0,9.0,8.0
6617,58029,64.0,5.0,1.0,6.0,8.0,DE,659.0,7.0,3.0,8.0,1.0,0.0,7.0,2.0,1,5.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,195.0,133.0,5.0,4.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,9.0,10.0,2.0,1.0,1.0,0.0,6.0
6618,58047,54.0,0.0,4.0,5.0,8.0,DE,0.0,3.0,2.0,10.0,2.0,0.0,7.0,2.0,0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,3.0,7.0,159.0,59.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,8.0,3.0,1.0,1.0,5.0,0.0
6620,58069,49.0,1.0,2.0,4.0,8.0,DE,530.0,6.0,1.0,3.0,2.0,0.0,7.0,4.0,1,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,7.0,6.0,5.0,179.0,67.0,5.0,3.0,1.0,2.0,1.0,0.0,4.0,4.0,7.0,7.0,7.0,5.0,1.0,3.0,2.0,3.0
6622,58119,67.0,3.0,2.0,6.0,8.0,DE,45.0,4.0,2.0,8.0,3.0,0.0,7.0,2.0,0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,7.0,2.0,7.0,168.0,62.0,5.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,0.0
6624,58140,49.0,3.0,1.0,6.0,8.0,DE,90.0,6.0,2.0,8.0,3.0,0.0,7.0,3.0,0,6.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,164.0,60.0,3.0,2.0,0.0,1.0,2.0,1.0,5.0,4.0,4.0,7.0,7.0,3.0,1.0,6.0,5.0,3.0
6625,58170,57.0,10.0,2.0,5.0,8.0,DE,45.0,7.0,4.0,9.0,3.0,1.0,1.0,2.0,0,5.0,4.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,6.0,7.0,175.0,58.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,6.0,6.0,1.0,5.0,7.0,2.0
6627,58195,59.0,0.0,2.0,4.0,9.0,DE,1025.0,8.0,2.0,8.0,2.0,0.0,7.0,3.0,0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,6.0,3.0,188.0,70.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,6.0,6.0,4.0,1.0,6.0,4.0,3.0
6631,58229,35.0,2.0,2.0,6.0,9.0,DE,792.0,7.0,2.0,3.0,2.0,0.0,7.0,1.0,0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,160.0,54.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0
6633,58241,42.0,8.0,2.0,4.0,10.0,DE,20.0,8.0,1.0,9.0,3.0,0.0,1.0,4.0,0,5.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,176.0,86.0,4.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,7.0,10.0,10.0,5.0,1.0,8.0,7.0,9.0
6634,58255,37.0,2.0,3.0,3.0,8.0,DE,60.0,1.0,3.0,9.0,3.0,0.0,7.0,4.0,1,3.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,6.0,4.0,186.0,96.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,8.0,2.0,2.0,3.0,3.0,5.0
6635,58263,59.0,0.0,1.0,4.0,9.0,DE,1090.0,7.0,1.0,5.0,1.0,0.0,7.0,2.0,0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,6.0,7.0,169.0,72.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,8.0,9.0,9.0,5.0,1.0,7.0,8.0,6.0
6636,58277,58.0,8.0,2.0,5.0,9.0,DE,20.0,9.0,2.0,10.0,2.0,0.0,3.0,2.0,1,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,6.0,2.0,185.0,90.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,9.0,10.0,9.0,7.0,1.0,6.0,8.0,6.0
6637,58289,42.0,6.0,3.0,6.0,8.0,DE,60.0,5.0,3.0,8.0,2.0,0.0,4.0,4.0,1,4.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,6.0,4.0,182.0,105.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,8.0,9.0,10.0,7.0,1.0,6.0,8.0,7.0
6640,58331,41.0,3.0,1.0,5.0,1.0,DE,480.0,2.0,4.0,7.0,2.0,0.0,1.0,1.0,1,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,6.0,7.0,175.0,67.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,6.0,7.0,1.0,1.0,3.0,4.0,6.0
6641,58333,73.0,2.0,1.0,4.0,8.0,DE,120.0,4.0,3.0,8.0,2.0,0.0,7.0,2.0,1,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,6.0,1.0,177.0,95.0,2.0,4.0,0.0,1.0,2.0,0.0,3.0,3.0,7.0,5.0,3.0,7.0,1.0,7.0,3.0,3.0
6642,58349,45.0,6.0,2.0,6.0,10.0,DE,30.0,8.0,2.0,9.0,1.0,0.0,4.0,4.0,0,4.0,5.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,158.0,57.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,8.0,8.0,5.0,1.0,6.0,7.0,6.0
6643,58372,39.0,4.0,2.0,3.0,8.0,DE,20.0,5.0,2.0,7.0,1.0,0.0,6.0,4.0,0,5.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,6.0,4.0,164.0,74.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0
6644,58395,82.0,7.0,2.0,7.0,8.0,DE,120.0,8.0,2.0,9.0,2.0,0.0,1.0,3.0,1,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,181.0,95.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,8.0,9.0,9.0,7.0,1.0,8.0,9.0,7.0
6645,58406,61.0,5.0,2.0,5.0,8.0,DE,1025.0,5.0,2.0,6.0,1.0,0.0,7.0,2.0,1,4.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,7.0,1.0,7.0,186.0,95.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,4.0,8.0,3.0,1.0,1.0,0.0,6.0
6646,58415,80.0,5.0,1.0,3.0,7.0,DE,638.0,5.0,3.0,8.0,3.0,0.0,7.0,2.0,0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,6.0,3.0,155.0,63.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0
6647,58448,20.0,7.0,3.0,6.0,8.0,DE,15.0,6.0,2.0,3.0,2.0,0.0,7.0,4.0,0,2.0,2.0,5.0,3.0,6.0,3.0,1.0,1.0,2.0,6.0,6.0,5.0,163.0,62.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,8.0,9.0,8.0,8.0,3.0,4.0,8.0,6.0
6649,58463,45.0,5.0,2.0,2.0,6.0,DE,60.0,5.0,3.0,5.0,2.0,0.0,1.0,5.0,0,4.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,160.0,90.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0
6650,58466,22.0,7.0,2.0,4.0,8.0,DE,15.0,8.0,1.0,8.0,1.0,0.0,6.0,4.0,0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,165.0,54.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,8.0,9.0,7.0,1.0,7.0,7.0,6.0
6651,58473,85.0,8.0,1.0,6.0,6.0,DE,75.0,8.0,3.0,8.0,2.0,0.0,1.0,1.0,1,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,1.0,175.0,82.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,8.0,8.0,4.0,1.0,3.0,7.0,3.0
6652,58481,34.0,4.0,2.0,5.0,10.0,DE,1082.0,7.0,1.0,7.0,2.0,0.0,6.0,2.0,0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,172.0,60.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,8.0,7.0,3.0,2.0,4.0,3.0,4.0
6653,58488,73.0,4.0,1.0,5.0,8.0,DE,75.0,9.0,3.0,8.0,2.0,0.0,2.0,2.0,0,2.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,6.0,2.0,160.0,78.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,6.0,6.0,5.0,1.0,5.0,4.0,5.0
6654,58490,39.0,7.0,2.0,6.0,6.0,DE,664.0,7.0,3.0,5.0,1.0,0.0,2.0,3.0,1,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,190.0,125.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,8.0,8.0,8.0,6.0,1.0,5.0,8.0,6.0
6655,58498,52.0,0.0,1.0,4.0,9.0,DE,180.0,0.0,2.0,10.0,2.0,0.0,7.0,3.0,1,2.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,7.0,6.0,6.0,175.0,115.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,3.0,8.0,4.0,1.0,4.0,4.0,1.0
6656,58507,58.0,0.0,3.0,5.0,7.0,DE,60.0,5.0,3.0,5.0,2.0,0.0,7.0,2.0,1,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,7.0,175.0,90.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0
6657,58513,56.0,2.0,3.0,5.0,10.0,DE,15.0,3.0,3.0,8.0,1.0,0.0,7.0,2.0,0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,7.0,6.0,6.0,162.0,90.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,6.0,9.0,1.0,1.0,0.0,0.0,5.0
6658,58525,36.0,0.0,3.0,4.0,8.0,DE,5.0,4.0,1.0,10.0,1.0,0.0,7.0,4.0,0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,3.0,7.0,3.0,3.0,169.0,61.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,6.0,2.0,2.0
6659,58600,44.0,1.0,3.0,2.0,9.0,DE,810.0,8.0,2.0,6.0,2.0,1.0,7.0,2.0,0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,6.0,6.0,159.0,54.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,7.0,6.0,6.0
6660,58617,27.0,5.0,3.0,4.0,7.0,DE,60.0,6.0,2.0,8.0,2.0,0.0,7.0,4.0,0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,167.0,62.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,7.0,7.0,5.0,2.0,6.0,4.0,4.0
6661,58623,45.0,6.0,3.0,5.0,4.0,DE,30.0,3.0,2.0,8.0,3.0,1.0,4.0,2.0,0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,7.0,1.0,4.0,165.0,58.0,4.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,5.0,4.0,7.0,5.0,1.0,5.0,6.0,7.0
6662,58631,67.0,5.0,1.0,7.0,9.0,DE,90.0,5.0,3.0,10.0,3.0,1.0,6.0,2.0,1,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,4.0,172.0,86.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,7.0,7.0,9.0,5.0,1.0,1.0,4.0,5.0
6663,58643,69.0,10.0,1.0,7.0,10.0,DE,240.0,5.0,4.0,10.0,4.0,0.0,1.0,2.0,0,6.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,4.0,0.0,1.0,7.0,163.0,89.0,4.0,5.0,1.0,1.0,2.0,0.0,5.0,3.0,0.0,10.0,10.0,0.0,1.0,0.0,3.0,0.0
6664,58649,59.0,9.0,1.0,4.0,9.0,DE,60.0,4.0,4.0,10.0,2.0,0.0,6.0,3.0,0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,7.0,6.0,7.0,167.0,70.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,4.0,9.0,9.0,10.0,6.0,1.0,6.0,9.0,9.0
6665,58659,53.0,7.0,2.0,4.0,7.0,DE,150.0,6.0,2.0,6.0,2.0,0.0,7.0,1.0,1,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,7.0,6.0,7.0,165.0,75.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0
6666,58681,34.0,0.0,2.0,4.0,8.0,DE,1060.0,8.0,2.0,3.0,2.0,0.0,7.0,2.0,1,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,6.0,1.0,4.0,178.0,70.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,6.0,7.0,4.0
6667,58688,67.0,5.0,2.0,7.0,10.0,DE,45.0,8.0,1.0,8.0,2.0,0.0,7.0,2.0,0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,167.0,64.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,10.0,10.0,2.0,1.0,1.0,6.0,7.0
6668,58724,54.0,9.0,3.0,5.0,6.0,DE,15.0,6.0,4.0,10.0,3.0,0.0,6.0,1.0,1,3.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,7.0,1.0,2.0,175.0,90.0,3.0,4.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,7.0,10.0,0.0,3.0,2.0,0.0,6.0
6669,58743,58.0,9.0,3.0,6.0,8.0,DE,995.0,2.0,1.0,9.0,1.0,0.0,3.0,4.0,1,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,6.0,7.0,182.0,112.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,7.0,7.0,4.0,1.0,3.0,8.0,6.0
6671,58801,40.0,0.0,3.0,6.0,5.0,DE,30.0,1.0,2.0,1.0,1.0,0.0,7.0,3.0,0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,7.0,3.0,7.0,165.0,80.0,5.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
6672,58827,18.0,5.0,1.0,7.0,8.0,DE,5.0,7.0,3.0,5.0,3.0,0.0,7.0,3.0,0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,168.0,65.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,6.0,7.0,5.0,3.0,5.0,5.0,2.0
6673,58856,60.0,0.0,1.0,6.0,8.0,DE,974.0,5.0,3.0,1.0,1.0,0.0,7.0,2.0,0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,165.0,65.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
6674,58869,49.0,7.0,3.0,6.0,10.0,DE,30.0,7.0,1.0,10.0,1.0,0.0,7.0,4.0,1,4.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,7.0,168.0,72.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,10.0,10.0,7.0,3.0,10.0,10.0,5.0
6675,58884,39.0,7.0,3.0,6.0,10.0,DE,120.0,9.0,2.0,5.0,2.0,1.0,6.0,6.0,0,3.0,4.0,4.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,173.0,76.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,7.0,6.0,8.0,3.0,1.0,5.0,7.0,2.0
6677,58897,68.0,5.0,3.0,4.0,8.0,DE,10.0,4.0,3.0,5.0,2.0,0.0,6.0,3.0,1,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,7.0,4.0,3.0,177.0,110.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,6.0,6.0,0.0,1.0,2.0,3.0,5.0
6678,58913,79.0,5.0,2.0,5.0,8.0,DE,60.0,8.0,4.0,10.0,2.0,0.0,7.0,2.0,1,5.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,0.0,4.0,2.0,182.0,98.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,8.0,8.0,2.0,1.0,3.0,7.0,2.0
6680,58956,17.0,4.0,2.0,6.0,9.0,DE,20.0,8.0,2.0,8.0,2.0,0.0,1.0,4.0,0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,6.0,7.0,158.0,55.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,7.0,8.0,3.0,4.0,8.0,4.0
6681,58984,74.0,7.0,2.0,4.0,10.0,DE,60.0,8.0,1.0,10.0,1.0,0.0,6.0,1.0,0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,7.0,5.0,4.0,176.0,72.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,10.0,7.0,9.0,8.0,1.0,10.0,7.0,4.0
6682,58985,50.0,7.0,2.0,6.0,8.0,DE,60.0,9.0,1.0,9.0,1.0,0.0,1.0,3.0,1,6.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,178.0,90.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.0,6.0,1.0,1.0,7.0,8.0,5.0
6683,58999,37.0,5.0,2.0,2.0,8.0,DE,120.0,6.0,1.0,7.0,2.0,0.0,6.0,4.0,0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,6.0,168.0,61.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,7.0,8.0,4.0,1.0,5.0,8.0,7.0
6684,59062,23.0,6.0,1.0,6.0,10.0,DE,180.0,0.0,1.0,9.0,1.0,0.0,7.0,3.0,1,2.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,178.0,75.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,10.0,10.0,0.0,1.0,0.0,5.0,4.0
6686,59069,32.0,2.0,1.0,5.0,6.0,DE,30.0,4.0,2.0,9.0,1.0,1.0,7.0,3.0,1,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,191.0,90.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,8.0,9.0,5.0,6.0,1.0,5.0,6.0,2.0
6687,59095,64.0,4.0,3.0,4.0,10.0,DE,30.0,0.0,5.0,8.0,4.0,0.0,3.0,2.0,1,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,4.0,7.0,4.0,6.0,189.0,98.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,0.0,3.0
6690,59145,46.0,4.0,2.0,6.0,6.0,DE,180.0,3.0,2.0,7.0,1.0,0.0,7.0,3.0,0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,7.0,6.0,6.0,171.0,110.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,8.0,10.0,4.0,1.0,4.0,6.0,3.0
6691,59151,29.0,5.0,1.0,6.0,7.0,DE,20.0,9.0,4.0,8.0,1.0,0.0,7.0,1.0,1,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,1.0,2.0,183.0,70.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,8.0,5.0,7.0,1.0,3.0,5.0,3.0
6693,59216,35.0,0.0,3.0,6.0,5.0,DE,722.0,5.0,2.0,5.0,3.0,0.0,7.0,4.0,0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,164.0,73.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,2.0,3.0,1.0
6694,59245,66.0,3.0,1.0,5.0,10.0,DE,180.0,7.0,3.0,8.0,1.0,0.0,7.0,2.0,1,5.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,190.0,90.0,4.0,4.0,1.0,2.0,2.0,0.0,4.0,3.0,6.0,5.0,7.0,5.0,1.0,5.0,6.0,7.0
6695,59264,69.0,4.0,1.0,6.0,10.0,DE,240.0,9.0,2.0,10.0,2.0,1.0,7.0,2.0,0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,7.0,4.0,3.0,168.0,67.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,6.0,5.0,4.0,1.0,3.0,8.0,0.0
6697,59286,70.0,3.0,2.0,5.0,9.0,DE,60.0,10.0,2.0,10.0,3.0,0.0,7.0,2.0,0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,6.0,6.0,166.0,65.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,8.0,6.0,1.0,7.0,8.0,3.0
